id,url,platform,title,email,website,telegram,twitter,created_at
19,https://www.pinksale.finance/launchpad/polygon/0xBf99a131E3C0FEaEE7A9BA891Ad0Fa821176Bc18,www.pinksale.finance,MoonLamboToken,web3@1.3,https://futuretalk.app/mlt,https://t.me/mlt_crypto,,2024-07-13 23:20:07
20,https://www.pinksale.finance/solana/launchpad/GWeY4FwfueNh71cVw73NQgCL2Sf46avsa6o7e6gpEJdG,www.pinksale.finance,Chads on Solana,chadsonsolana@gmail.com,http://www.chadsonsolana.xyz,https://t.me/+F5uBTjnL_rFjNjhl,,2024-07-13 23:20:07
21,https://www.pinksale.finance/launchpad/ethereum/0x4D08734f63d851BA39EeE33f6B40f425675B4D38,www.pinksale.finance,XUIRIN Finance,,https://xuirin.com,https://t.me/xuirinfinance,,2024-07-13 23:20:07
22,https://www.pinksale.finance/launchpad/bsc/0x8c9E1B8479327b752edc58F6a60BaDD7878c6228,www.pinksale.finance,BITCOIN FUTURE NETWORK,,https://bitcoinnft.global/,https://t.me/Btcfuture2023,,2024-07-13 23:20:07
23,https://www.pinksale.finance/launchpad/bsc/0x64c666Faa9DE22b73372bd4791bA6824036fD66F,www.pinksale.finance,DRON ZP,token@dronzp.site,https://dronzp.site/,,,2024-07-13 23:20:07
24,https://www.pinksale.finance/launchpad/bsc/0x90CAA18Cfe4FB65D72CB16B736e0B3258D7a69D4,www.pinksale.finance,OxeChain,info@oxechain.com,https://www.oxechain.com/,https://t.me/OxeChainglobal,,2024-07-13 23:20:07
25,https://www.pinksale.finance/solana/launchpad/8EUMDndu623WbdWBBFAmgeHLoH1oLJBNGVkSR4uztY4P,www.pinksale.finance,ReelBet,,https://reelbet.win,https://t.me/ReelBet,https://x.com/ReelBetToken,2024-07-13 23:20:07
26,https://www.pinksale.finance/launchpad/fantom/0x84D860c21e8D1cFC9E7933268eB5EeF40b21AA79,www.pinksale.finance,YUGI PEPE OH,,https://yugipepeoh.xyz,https://t.me/YugiPepeOh,https://x.com/YUGIPEPEOH,2024-07-13 23:20:08
27,https://www.pinksale.finance/launchpad/bsc/0xBf158D746E87B1C4b479515871C6c521619121f4,www.pinksale.finance,Blockwise,,https://blockwise.ai/,https://t.me/BlockWise_Web3,,2024-07-13 23:20:10
28,https://www.pinksale.finance/launchpad/bsc/0x52C317C68C7a89236c4F8652Fe8c5019608556f2,www.pinksale.finance,MPG Token,info@mpgtoken.com,https://mpgtoken.com,https://t.me/MPGTokengroup,https://x.com/TokenMpg/,2024-07-13 23:20:10
29,https://www.pinksale.finance/launchpad/polygon/0xc5CD80734B1F5384aE52Fa9b316d40DCF06d2C25,www.pinksale.finance,NoctuGame Token,web3modal@1.9,https://www.noctugame.com,https://t.me/noctugame,,2024-07-13 23:20:10
30,https://www.pinksale.finance/launchpad/ethereum/0x41D305bD4df84921C1855Cf99B80aa07029ab8A8,www.pinksale.finance,New Vision Fund,aos@2.3,https://33125.pw/,,,2024-07-13 23:20:10
31,https://www.pinksale.finance/launchpad/bsc/0x689E90eF45F3E2A1E3Cb2e542ddDc9243b712BcF,www.pinksale.finance,SAQRCOIN,,https://saqrcoin.com/,https://t.me/+_OmjLbcpNro4NjE0,,2024-07-13 23:20:10
32,https://www.pinksale.finance/launchpad/bsc/0xc0BD6A6E54f3F6D653Ed6574C5B871Cee1216614,www.pinksale.finance,Blue Whale Game Token,,http://bluewhalegt.net/,,,2024-07-13 23:20:10
33,https://www.pinksale.finance/launchpad/bsc/0x366eC9EEe9a3f1f0E232003A70138Ce391BB7945,www.pinksale.finance,DRM,,https://doraemon.finance/,https://t.me/doraemondefi,,2024-07-13 23:20:10
34,https://www.pinksale.finance/launchpad/bsc/0x357fE2B450B152db720ef19a466e6BEd9cB47e2E,www.pinksale.finance,Diamond Token,info@cryption.network,https://www.dmntoken.com,https://t.me/diamondgreentoken,,2024-07-13 23:20:10
35,https://www.pinksale.finance/launchpad/ethereum/0xe859aF7457040Ac8402fe1Fb7fdEB390320108Eb,www.pinksale.finance,lemuoid,core-js-bundle@3.2,http://www.lemuoid.com,http://t.me/lemuoid,http://x.com/lemuoid_token,2024-07-13 23:20:20
36,https://www.pinksale.finance/solana/launchpad/CPGDdwjYSoCcfpvJSiXbkQUsJG64snz2YMUZHCutXRKu,www.pinksale.finance,AliteToken,,https://alitetoken.com/,https://t.me/AliteTokenOfficial,https://x.com/altmt_sol,2024-07-13 23:20:20
37,https://www.pinksale.finance/launchpad/polygon/0x039Ab25e3DFeAA7041B8049710532368AcC5e85F,www.pinksale.finance,CyborgHorseCoin,cyborghorseclub@gmail.com,https://cyborghorseclub.godaddysites.com/,https://t.me/CyborgHorsesClub,,2024-07-13 23:20:29
38,https://www.pinksale.finance/launchpad/ethereum/0x97f234C20395D58De0063ADB34F57fad73815905,www.pinksale.finance,Nexus0x,,https://www.nexus0x.com/,,https://www.nexus0x.com/,2024-07-13 23:20:29
39,https://www.pinksale.finance/launchpad/bsc/0xf950C72D0A5F73895052B6763dEADE0333Eb7210,www.pinksale.finance,Daric,filler@godaddy.com,https://www.daric.money,,https://x.com/Daric_coin_nft,2024-07-13 23:20:29
40,https://www.pinksale.finance/launchpad/bsc/0xe9f960582d42efd396d1EF76f0268771f41dd427,www.pinksale.finance,Bunny2.0,teams@starterpool.com,https://www.starterpool.com/,,,2024-07-13 23:20:35
41,https://www.pinksale.finance/launchpad/cronos/0xCc221A94BF2d6A00fd33CD8f238Ff3085b344502,www.pinksale.finance,Load Me Lions,,https://loadmelions.tech/,https://t.me/LoadMeLionsCronos,https://x.com/loadmelions,2024-07-13 23:20:35
42,https://www.pinksale.finance/solana/launchpad/81tG1EZdVi3YDAkyb65kzdxe1UnxJMPeCJ5AgskaDrR4,www.pinksale.finance,ZendoMaster,core-js-bundle@3.2,https://www.zendomaster.com,https://t.me/zendocoin,https://x.com/masterzendo,2024-07-13 23:20:35
43,https://www.pinksale.finance/launchpad/bsc/0xAD58e19ba75EBb428CCdB588350f73fFef39DEAA,www.pinksale.finance,Paxe Token,,https://paxe.io/,https://t.me/paxe_fi,,2024-07-13 23:20:35
44,https://www.pinksale.finance/launchpad/bsc/0x39443F97621959966804ce1a163db31034B66841,www.pinksale.finance,BONKYBNB-MEMECOIN3,bonkybnb@gmail.com,https://bonkybnb.com/,https://t.me/bonkybnbmemecoin,https://x.com/BONKYBNBZ,2024-07-13 23:20:35
45,https://www.pinksale.finance/launchpad/base/0xE31b3C868Dab23EF21808865fb0D67f2a114d427,www.pinksale.finance,PERICOIN,core-js-bundle@3.2,https://www.pericoin.io/,https://t.me/PERICOINNEWS,https://x.com/pericoinoficial?s=11,2024-07-13 23:20:35
46,https://www.pinksale.finance/solana/launchpad/GtAfA72RnBV5Q492NK4TSCCuY3V8miog6dxwxeimvESP,www.pinksale.finance,Cat³ Poker,,https://cat3.poker/,https://t.me/cat3poker,https://x.com/cat3poker,2024-07-13 23:20:35
47,https://www.pinksale.finance/solana/launchpad/D1fFir2UPFkP87HvFRjvPqTMLH54AzUJVircnVuNUATp,www.pinksale.finance,MojoWifHat,,https://mojowifhat.com,https://t.me/MojoWifHat,,2024-07-13 23:20:35
48,https://www.pinksale.finance/solana/launchpad/4qRgEEhhEPBpWWTonM42gV2ek4cMB3G3oQVkAcv9XMRW,www.pinksale.finance,WenWolves,core-js-bundle@3.2,https://www.wenwolves.com/,https://t.me/wenwolves,,2024-07-13 23:20:36
49,https://www.pinksale.finance/solana/launchpad/5LLvr49m9wFjHedJZU3vwRs7Ng27orgjxypPg8GNSkAx,www.pinksale.finance,Dinofriends,,https://www.dinofriends.net,https://t.me/DinoFriendsnet,,2024-07-13 23:20:36
50,https://www.pinksale.finance/solana/launchpad/2GNii9GDGujDNgcg1tSFXbbp9CGJ6aJUbAMiwW8GVt4M,www.pinksale.finance,Gorjeta,showgorjeta@gmail.com,https://www.gorjetashow.com,,,2024-07-13 23:20:36
51,https://www.pinksale.finance/launchpad/ethereum/0xB23c90644720aB1828FaFf8223A955911A900c22,www.pinksale.finance,Snailionaire,,https://snaillionaire.com/#,https://t.me/Snailionaire,https://x.com/Snailionaire,2024-07-13 23:20:36
52,https://www.pinksale.finance/launchpad/bsc/0x563b7Be9d0E4e5D8d9bB6DfccE0a8AC4b6d20987,www.pinksale.finance,Eco Paw,,https://ecopaw.io,https://t.me/ecopawcom,https://x.com/ecopawbnb,2024-07-13 23:20:36
53,https://www.pinksale.finance/solana/launchpad/pp3WfiSuLuJ3H3MAsFUszLH1XNsgnroC6Q8jipemtND,www.pinksale.finance,Argy Bargy Token,,https://argybargy.io/,https://t.me/argybargy_io,https://x.com/argybargy_io,2024-07-13 23:20:36
54,https://www.pinksale.finance/launchpad/bsc/0x4036eC150ca0962a2370783A5B22eEE8F984E21F,www.pinksale.finance,TEDDY BEAR,Support@tbcland.com,https://tbcland.com/,https://t.me/TeddyBearCoins,https://x.com/TeddyBearCoins,2024-07-13 23:20:36
55,https://www.pinksale.finance/launchpad/base/0x9Fb12b9F51d55c9b9E2Aa62A8152fE68c8e22603,www.pinksale.finance,MoneyHungryGorillas,,https://moneyhungrygorillas.com/,https://t.me/+RWSKR7rrGNkyZDU5,https://x.com/MHGorillas,2024-07-13 23:20:36
56,https://www.pinksale.finance/launchpad/base/0x5ccbAC368F03736933AcB00664A731095f7063F8,www.pinksale.finance,Magawa,inbox@magawa.xyz,https://magawa.xyz,https://t.me/magawabase,https://x.com/magawaceo,2024-07-13 23:20:36
57,https://www.pinksale.finance/launchpad/base/0xC43357E3c20fCB2FCB2140f3bd15eC828E44e919,www.pinksale.finance,Wealth Coin,,https://www.wealthcoin.ai,,https://x.com/InvitasCo,2024-07-13 23:20:36
58,https://www.pinksale.finance/solana/launchpad/JChD8Zwvm5CLfsD5thk8sDBJt9CZVsihEn418XAg9Qzw,www.pinksale.finance,Hermetics,,https://ubenta.com/hermetics/,,,2024-07-13 23:20:36
59,https://www.pinksale.finance/solana/launchpad/BDpNfnbfTPadnzVWF4NaTYtYui1nKrdo2RHzC5vvC8sB,www.pinksale.finance,Tico the Tiger,,https://ticokick.space/,https://t.me/TicoTiger,https://x.com/Tico_the_Tiger,2024-07-13 23:20:36
60,https://www.pinksale.finance/solana/launchpad/FTUqoeGH3M8LEZUexzczG1P9tPV1PoXaDgWDjnvqMMk,www.pinksale.finance,EMORECOIN,,https://emore.space,https://t.me/emorememe,https://x.com/emorememe,2024-07-13 23:20:37
61,https://www.pinksale.finance/solana/launchpad/Ec4KznbnjjiTez6g9v7M9P8Zghqd8EYCGHtGj2x53DCX,www.pinksale.finance,ZETHER NETWORK,,https://zethernetwork.xyz/,https://t.me/Zether_Network_SOL,https://x.com/zether_sol,2024-07-13 23:20:39
62,https://www.pinksale.finance/solana/launchpad/FwYDxYFpXmTpzZ2AkBRQsGK378qPstiC9MWZ39sgRTQB,www.pinksale.finance,Beetlejuice,,https://beetlejuicecoin.org/,https://t.me/beetlejuicethecoin,https://x.com/beetlethecoin,2024-07-13 23:20:39
63,https://www.pinksale.finance/solana/launchpad/A5kzCGohB3FeujogBvRRBscMBsXzZ3az7uTsa38oiBLY,www.pinksale.finance,KRAET,Info@kraet.io,https://kraet.io,https://t.me/kraetio,https://x.com/Kraet030924,2024-07-13 23:20:39
64,https://www.pinksale.finance/solana/launchpad/2Lwyqnu6QiFshC79WdQJc4R7CK3AtVMfHPZCgP4oSH6x,www.pinksale.finance,Toshkin Coin,info@toshkin.com,https://toshkin.com/,https://t.me/toshkincoin,https://x.com/toshkincoin,2024-07-13 23:20:39
65,https://www.pinksale.finance/solana/launchpad/BxQVjJma22dp7TSQpqqpjd6xHppGtJXxUDAHaRGaDdDE,www.pinksale.finance,TokTickBomB,,http://www.toktickbomb.io,http://t.me/toktickBoB,https://x.com/toktickbomb,2024-07-13 23:20:44
66,https://www.pinksale.finance/solana/launchpad/CJ7aXsvmBgG3AeWRiKSswMD16kyegSZY85QM52X6tiDd,www.pinksale.finance,MemeGorilla!,hello@memegorilla.com,https://memegorilla.art/,https://t.me/memegorilla,https://x.com/memegorillaa,2024-07-13 23:20:48
67,https://www.pinksale.finance/solana/launchpad/37o4dXq4KGE6j6afTMmD2WEwnzGKNxZzo3XtMShis1Zc,www.pinksale.finance,Scooby Doo! & Krypto Too!,,https://scoobydookryptotoo.au/,https://t.me/ScoobyKryptoToo,https://x.com/ScoobyKryptoToo,2024-07-13 23:20:48
68,https://www.pinksale.finance/launchpad/ethereum/0x865312aAb82AFe7fb8c330718ae5559877024186,www.pinksale.finance,FamilyMeta,,https://www.familylinkmeta.com/,https://t.me/Familymeta_official,https://x.com/_familymeta,2024-07-13 23:20:48
69,https://www.pinksale.finance/solana/launchpad/8WYCjhpmKNnDxsxpJFZnfGJFxz1oLKEANQVgBXq6tRvZ,www.pinksale.finance,SUMOCAT,info@sumocat.io,http://sumocat.io,https://t.me/+RGjrNOmIigIxNGZk,,2024-07-13 23:20:48
70,https://www.pinksale.finance/solana/launchpad/Bq8SoDMTDn1ckBu95ssKWFJdERpmiEGUfnLRscB2JGq7,www.pinksale.finance,PEPESPAL,,https://pepespal.com/,https://t.me/PepesPAL_official,https://x.com/P3P3SPAL,2024-07-13 23:20:48
71,https://www.pinksale.finance/solana/launchpad/DBRN3zvsZtyukFKDgEFkEqJHYjou9kYH93zrhKcybphe,www.pinksale.finance,Cheems' Yacht,,https://www.cheemsy.com/,https://t.me/cheemsycoingroup,https://x.com/cheemsycoin,2024-07-13 23:20:48
72,https://www.pinksale.finance/solana/launchpad/6nmVwS35WDPSpEsqWuaoj9GM521afBceMZVSQozNErjn,www.pinksale.finance,Kunekune,,https://kunekunecoin.cash,,https://x.com/kunekunecoin,2024-07-13 23:20:55
73,https://www.pinksale.finance/launchpad/bsc/0x0015754bF64eb87b64F64bA0F354bed573d6fa48,www.pinksale.finance,Veritise,,https://www.veritise.com,,https://x.com/VeriTise,2024-07-13 23:20:55
74,https://www.pinksale.finance/launchpad/polygon/0x5ee08119d58006020897b5048e7179f4FC2E158A,www.pinksale.finance,TurboToad Coin,Turbotoadcoin@proton.me,https://turbotoadcoin.net,https://t.me/TurboToadCoinGroup,https://x.com/turbotoadcoinw?s=21,2024-07-13 23:20:55
75,https://www.pinksale.finance/launchpad/polygon/0x394767DDD60a079D4C2995960Fb906599310C871,www.pinksale.finance,Stardust,,https://www.skygodz.com,https://t.me/skygodz_galactic,https://x.com/SKYGODZ_ANIME,2024-07-13 23:20:55
76,https://www.pinksale.finance/solana/launchpad/4uKrmTTbnszk7afMc16ypBMgkW5iKFd2i3x4R17ewkxh,www.pinksale.finance,batwifhat,,https://batwifhat.io/,https://t.me/batwifhatc,https://x.com/batwifhat,2024-07-13 23:20:55
77,https://www.pinksale.finance/solana/launchpad/jJnqZfEhfQc8HabiMafDgMv2XkuXSrywDYkfgPYQasd,www.pinksale.finance,MoonMouse,,https://moonmouse.io/,https://t.me/moonmousecoin,https://x.com/moonmouse24,2024-07-13 23:20:58
78,https://www.pinksale.finance/solana/launchpad/H99AdcyBEyuM2uqUGfs1jyxLyzmMYmq58AAhYSJEsqyp,www.pinksale.finance,Gift,matt@pixelspread.com,https://gift2u.fun/home,https://t.me/+jXryb7cMomplZmFh,https://x.com/gift2utoken,2024-07-13 23:20:58
79,https://www.pinksale.finance/solana/launchpad/BD8XjZHCoyw3mdiJZ61HqG8PrmSM59EGqsKU4JG9XdP6,www.pinksale.finance,Voxcall®,boxicons@2.0,https://voxcall.ai,https://t.me/voxcallofficial,https://x.com/Voxcallofficial,2024-07-13 23:20:58
80,https://www.pinksale.finance/launchpad/bsc/0xAe605B4F133C393D74a44BC3f8C25c8740aB2E79,www.pinksale.finance,pepe pro,core-js-bundle@3.2,https://www.pepe.vip/,https://t.me/pepeproone,https://x.com/pepe,2024-07-13 23:20:58
81,https://www.pinksale.finance/solana/launchpad/DQZFYvYDpGBAGJT7oq5AoqexA2vjLpVwaTE6MkoUGhWw,www.pinksale.finance,Zombi token,,https://www.zombi.bot/,https://t.me/ZombiBotChat,,2024-07-13 23:20:59
82,https://www.pinksale.finance/solana/launchpad/GYBVLwpHrK3GftN37LK5FQQfKvzKWqGx9dkLK4G13xmL,www.pinksale.finance,WNovelEco,,https://www.wnoveleco.com/,https://t.me/WNovelEcoCommunity,https://x.com/WNovelEco,2024-07-13 23:20:59
83,https://www.pinksale.finance/solana/launchpad/BvHnzZDkugUyihNw3Linqq37mVMH52Ca8TeZSVt1J4C5,www.pinksale.finance,Red Cat Blue Hat,servicecointeam@gmail.com,https://redcoins.world/,https://t.me/Redcatbluehat,https://x.com/RedCatCoin,2024-07-13 23:20:59
84,https://www.pinksale.finance/launchpad/ethereum/0xaABCe75d2AcEe988b18a65489357F6CdceC4bfBB,www.pinksale.finance,GramSlams,info@gramslamscrypto.com,http://GramSlamsCrypto.com,https://t.me/GramSlams_Entry,https://x.com/GramSlamsCrypto,2024-07-13 23:20:59
85,https://www.pinksale.finance/solana/launchpad/BKisSdho2UXfp9nNB8EF9Gc5uA46EythmF722Q3K5Vg,www.pinksale.finance,Year Of Meme,,https://yearofmeme.io/,https://t.me/YearOfMeme,https://x.com/yearofmeme,2024-07-13 23:21:00
86,https://www.pinksale.finance/launchpad/polygon/0xA5de6428441a095F6F49cf5A09750F509793820d,www.pinksale.finance,Neon Kitty,bootstrap@5.3,https://neonkittycoin.com,https://t.me/+xFqlZgWlc8xlMjRh,https://x.com/NeonKittyCoin,2024-07-13 23:21:06
87,https://www.pinksale.finance/solana/launchpad/2oBVrX5su14iqriu7dEZotPp7hQGW8rfz5fhVNsyL9jM,www.pinksale.finance,Muskman INU,info@muskman.org,https://muskman.org/,https://t.me/muskmaninu,https://x.com/muskmaninu,2024-07-13 23:21:10
88,https://www.pinksale.finance/launchpad/polygon/0xc98815d6a7f6Ea7f389A9fEA0f4e3107fe3832AA,www.pinksale.finance,IBNAY,core-js-bundle@3.2,https://pearlvinecryptocur.wixsite.com/iftribe,https://t.me/NMMIND,https://x.com/Ibnayfield,2024-07-13 23:21:10
89,https://www.pinksale.finance/solana/launchpad/51CaXxr7h9YqZMDgCM3QrHB777QemuBmuzo5hEmu3Xar,www.pinksale.finance,ANDY ORIGINAL,,https://andysolana.vip/,https://t.me/theandysolana,https://x.com/theandysolana,2024-07-13 23:21:10
90,https://www.pinksale.finance/launchpad/base/0x48c5C9f193123aA4c33E91569158CF709bef7D22,www.pinksale.finance,PythiaAiCoin,,https://pythiaaicoin.com,https://t.me/pythiaaicoin,https://x.com/pythiaaicoin,2024-07-13 23:21:10
91,https://www.pinksale.finance/launchpad/base/0x5F43F23d287E4413D01D89d0394B1AEF297FAAf1,www.pinksale.finance,FORG,forg@forg.vip,https://forg.vip,https://t.me/forgmeme,https://x.com/forgmeme,2024-07-13 23:21:10
92,https://www.pinksale.finance/solana/launchpad/65ZeVUCpM1N3yrtnXjZrxyoMUShhiT4932C8VWGneTqj,www.pinksale.finance,$Solrain,,https://solrain.app/,https://t.me/solrainofficial,https://x.com/solrainofficial,2024-07-13 23:21:11
93,https://www.pinksale.finance/launchpad/bsc/0x4f2ccC23D7ba21CDf4563a714Fd6c93328cB7961,www.pinksale.finance,Trend Trader,,https://www.trending-trader.com/,https://t.me/trendtrader_tdt,https://x.com/trendtradertdt?t=ykgcb2TbX1HCbEzR7IfH3Q&s=09,2024-07-13 23:21:11
94,https://www.pinksale.finance/launchpad/ethereum/0x7A76402D5Ea4403C68f51b1763974653b567A3a6,www.pinksale.finance,AuroraVerse ,,https://auroraverse.info/,https://t.me/aurorauni,https://x.com/LiveAuroraNetw1,2024-07-13 23:21:11
95,https://www.pinksale.finance/launchpad/bsc/0xE30eD0116cc065b2CB8a7EdfF10759A5D48A50c0,www.pinksale.finance,PePenguin,,https://www.pepenguin.xyz/,https://t.me/PePenguinChannel,,2024-07-13 23:21:11
96,https://www.pinksale.finance/launchpad/bsc/0x96B1E49fcB3f4bF61Df280b8724D0504FAE4C33D,www.pinksale.finance,Ura AI Bot,,https://uraai.bot/,https://t.me/Ura_Group,https://x.com/uraai_official,2024-07-13 23:21:11
97,https://www.pinksale.finance/solana/launchpad/6oidZioBQzU3aV1tMXMnUMMU4qcoJ4jJujem1YKcQAvK,www.pinksale.finance,BabyOrc,,https://babyorc.xyz/,https://t.me/babyorcOff,https://x.com/babyorc_?s=21,2024-07-13 23:21:11
98,https://www.pinksale.finance/launchpad/bsc/0xd34ebb5911b866759d2E1039DA954555021457b5,www.pinksale.finance,Financing Social Issues,contact@socialissues.finance,https://socialissues.finance,https://t.me/SOIS_Official,,2024-07-13 23:21:11
99,https://www.pinksale.finance/solana/launchpad/F9tTzRRv7KWhZLJ6ztmSfuBUWidkawAgjkiJ7CTc6F3k,www.pinksale.finance,とらんぷ,contact@trump.markets,https://trump.markets/,https://t.me/trumpisrealportal,https://x.com/trumpagainwin,2024-07-13 23:21:11
100,https://www.pinksale.finance/launchpad/bsc/0xBe08Ac295b3888cbbA63913b31adc866cC57ea1a,www.pinksale.finance,WATER BSC,,https://waterbsc.com/,https://t.me/Waterbsc,https://x.com/waterbsc_meme,2024-07-13 23:21:11
101,https://www.pinksale.finance/launchpad/ethereum/0xbA19621A90c0B27FE53B820dFf30335266d834b3,www.pinksale.finance,Crocky,tailwindcss@2.2,https://presale.crocky.io,https://t.me/CrockyMeme,https://x.com/crockymeme?s=11,2024-07-13 23:21:11
102,https://www.pinksale.finance/solana/launchpad/ig73otuww2VRMjmQUh5T9cQhGbBryiMS9wt55S5eanW,www.pinksale.finance,Billionaire Degen Ape Club,bootstrap@5.3,https://billionairedegenape.club/,https://t.me/billionairedegens/1,https://x.com/degenaireapes/,2024-07-13 23:21:11
103,https://www.pinksale.finance/solana/launchpad/Eowm2QVyQ2UBCD1cC6YjviTmzVQGBYAmWfd8dbqYzxiz,www.pinksale.finance,Trippie Brew,,https://trippies.com,https://t.me/+DjCT8D3CUbBkNmUx,https://x.com/trippies,2024-07-13 23:21:11
104,https://www.pinksale.finance/solana/launchpad/62KwPUVLTTQuiyNwhuywTyash9T37kwMn7rDMBCpHKzM,www.pinksale.finance,DogsOnSol,,https://dogsonsol.tech,https://t.me/DogsOnSolOfficial,https://x.com/DOGSMEMESOL,2024-07-13 23:21:11
105,https://www.pinksale.finance/solana/launchpad/71zmKgPu1FEdnJSF5DxxKB6jGh8wvUASYUCr7YHRxji8,www.pinksale.finance,PINK DONKEY,info@pinkdonkey.com,https://pinkdonkeys.com/,https://t.me/pinkdonkey1,,2024-07-13 23:21:12
106,https://www.pinksale.finance/solana/launchpad/7yj88tdNCjkapQdcmWmuPoat8hbxPfc3fTcDEZpzcCwX,www.pinksale.finance,Liquid Death,,https://liquidcoin.wtf,https://t.me/liquidmemecoin,https://x.com/Liquidmemecoin,2024-07-13 23:21:12
107,https://www.pinksale.finance/solana/launchpad/6XyGrU74MqpdwWqNqyGUCsXa2Xa8mrNLACFUMP3gKqjr,www.pinksale.finance,Mafia Cats,info@mafiacat.vip,https://mafiacat.vip,https://t.me/mafiacatsportal,https://x.com/MafiaCatsSol,2024-07-13 23:21:12
